
User Id, First Name, Last Name, Industry, Position, State
48ed6407-4d2d-44f8-9153-1e1703063192,Anthony,Gauler,Southern National Bancorp of Virginia, Inc.,Software Engineer IV,FL
34d52e2a-1212-4249-bb51-67a540e58132,Alejandra,Gawkes,Dupont Fabros Technology, Inc.,Structural Engineer,FL
8a4d9ed7-eee2-49e1-b086-c5b4246d6f5a,Hort,Ghio,Prudential Bancorp, Inc.,Programmer Analyst III,FL
4954f1e6-98f0-4cbd-be69-31c3789a30bf,Yorker,Golton,Daily Journal Corp. (S.C.),Pharmacist,FL
a12f9938-e6dc-4bc7-9857-19f11f3d3b0d,Torry,Goodey,Digital Realty Trust, Inc.,Senior Financial Analyst,FL
3e6935bf-88cc-4787-9eb4-95eb2922f71d,Nelly,Gunthorpe,Nuveen Short Duration Credit Opportunities Fu,GIS Technical Architect,FL
6c791040-1843-49e9-beb2-de6d1e3475b3,Cleon,Hagart,New York Community Bancorp, Inc.,Actuary,FL
eb9bbc74-af11-4f62-b0d3-afcecc0429bd,Lyndsay,Halward,Quad Graphics, Inc,Physical Therapy Assistant,FL
efa7a647-43d6-4dd5-9372-fdeb3118083c,Baxter,Heintsch,Maxim Integrated Products, Inc.,Nuclear Power Engineer,FL
e6060c57-a816-49c1-b007-8ecd00db1ca3,Revkah,Huleatt,Protagonist Therapeutics, Inc.,Chief Design Engineer,FL
d812aa9c-6cb3-4163-9de9-a304508be90a,Johnny,Itskovitz,Magna International, Inc.,Environmental Specialist,FL
d90ddffe-8514-455a-a543-19076887ce9e,Lorilyn,Jeanenet,PowerShares DWA SmallCap Momentum Portfolio,Help Desk Operator,FL
7411aaed-895f-4053-a8b1-9bcd2604a554,Ker,Jopling,WhiteHorse Finance, Inc.,Recruiting Manager,FL
a7d93858-105d-44c0-96db-76e143986e47,Nadya,Judgkins,CSRA Inc.,Sales Representative,FL
222e9fc9-937b-49d3-a600-bb3245415569,Cam,Knee,Conyers Park Acquisition Corp.,Quality Engineer,FL
8c9dfea6-575a-4f33-9303-0c0a07fd5124,Parrnell,Knocker,Siebert Financial Corp.,Administrative Assistant I,FL
5d75949f-a97b-4677-9b36-1cd094bcfece,Juli,Kupec,First Trust Strategic High Income Fund II,General Manager,FL
20bf74b3-8131-415e-9edd-cd98b2326213,Anthe,Lackey,Silvercrest Asset Management Group Inc.,Health Coach IV,FL
d37b65e6-904d-4857-869d-8fd6b832833d,Ambrose,Landrieu,ProShares UltraPro Short QQQ,Pharmacist,FL
6d0cf7b4-ddb6-4c4b-a009-aabbf990fa7a,Marlin,MacCracken,Triangle Capital Corporation,Administrative Officer,FL
2203011a-b417-4e05-9216-b11cd0bf0108,Laurel,Maffioletti,Kate Spade & Company,Paralegal,FL
b1d0e453-9879-4c6b-b555-442ed95ffd84,Riannon,McChesney,Enanta Pharmaceuticals, Inc.,Software Engineer I,FL
e157d224-be87-47ad-8ff1-984643211f48,Zebulen,McMeanma,MaxPoint Interactive, Inc.,Database Administrator I,FL
c0475292-451a-41bc-a76d-665ef08e8694,Paolo,McNerlin,Nuveen S&P 500 Buy-Write Income Fund,Sales Representative,FL
abab14fb-90a1-49df-b1ea-e34d2a941fa3,Denys,Messer,Consolidated Water Co. Ltd.,Developer II,FL
20338295-035c-4b77-987b-045952133829,Wilbur,Methven,MKS Instruments, Inc.,Account Coordinator,FL
d7f656d8-ba4e-41fc-bf1d-71958b2b15ad,Tonya,Mongeot,Cyclacel Pharmaceuticals, Inc.,Programmer Analyst I,FL
bd38c2e4-0a9a-4871-a5bb-f53786b0d94d,Walt,Montier,Eaton Vance NextShares Trust,Design Engineer,FL
95587912-9258-4859-80de-88c34ea7cb4f,Cosetta,Patmore,R.R. Donnelley & Sons Company,Desktop Support Technician,FL
8b928b14-a386-43bc-8f50-20a55b14798c,Channa,Petrussi,Calamos Strategic Total Return Fund,Design Engineer,FL
0393965e-1696-473b-9757-c1849d55479b,Iris,Poge,Aspen Insurance Holdings Limited,VP Product Management,FL
8ab86ae3-9421-49bc-a21d-1310616f4ef7,Mathias,Portlock,La Quinta Holdings Inc.,Product Engineer,FL
55050f24-f4ce-4120-a736-0d832dd50c61,Hallsy,Ritchie,PowerShares FTSE RAFI US 1500 Small-Mid Portf,Professor,FL
9f53fd7c-81bf-47da-83cf-5c7e1d675244,Opalina,Roll,Bankrate, Inc.,Graphic Designer,FL
33470614-2a16-4042-aa8e-9fe905f0a6ec,Haily,Rubberts,Curtiss-Wright Corporation,Director of Sales,FL
554fcd77-702e-4bd2-9d62-63c60a8fc967,Sandy,Rudman,Hunter Maritime Acquisition Corp.,Administrative Officer,FL
f7606592-bf95-4ac8-b57e-372011a9dd1d,Rodger,Scarsbrook,iFresh Inc.,Sales Associate,FL
a6aa6f7b-7709-4ca9-b645-511e545f5d56,Bastien,Scoines,OptimumBank Holdings, Inc.,VP Sales,FL
1b5738a9-365e-4fd3-9ec7-b271cdd2fea5,Aurora,Senechell,Gridsum Holding Inc.,Research Nurse,FL
fb1ef2a6-97df-4dd6-9517-9cf91c074ded,Rebecca,Snowball,Ulta Beauty, Inc.,Analog Circuit Design manager,FL
d1236b37-53d1-48e5-bbc4-bdfafb3730a2,Fawne,Strowther,Minerals Technologies Inc.,Recruiting Manager,FL
66eb85d7-1884-49cf-b9de-a9f6cfd69f3b,Bobbye,Suddaby,InfoSonics Corp,Software Test Engineer IV,FL
c1e940d0-5913-4f91-bda2-73bb718fa355,Saree,Suller,Resolute Forest Products Inc.,Account Executive,FL
4bbb6a3f-bdab-455d-a537-3d4c8bc6ec02,Kori,Takkos,ChinaNet Online Holdings, Inc.,VP Marketing,FL
01cef21c-6f5c-4fb6-a7f8-f5f1725cd5f0,Alameda,Tilt,RiceBran Technologies,Design Engineer,FL
56d86b51-3dd6-4e2c-bbf5-f80d86ef293e,Harmonia,Whitlaw,Magyar Bancorp, Inc.,Compensation Analyst,FL
ede9fb15-0b0a-462e-81a4-c514191564fd,Rockwell,Winder,Colonial Intermediate High Income Fund,Speech Pathologist,FL
27c7cdfe-d3d9-4c33-807c-3dd3ef79bff2,Elwood,Abrahim,Sealed Air Corporation,Research Nurse,FL
c78e317d-77bc-41ed-964d-2a44c6de1bc3,Pablo,Atto,Civeo Corporation,Desktop Support Technician,FL
5425078a-00ab-4a0d-81d2-faa47965561f,Forest,Baughn,Progenics Pharmaceuticals Inc.,Web Designer III,FL
2c45c6be-dace-41c0-b76c-2d77bb319ec9,Donnajean,Bellsham,Innocoll Holdings,Assistant Manager,FL
8d75af91-83dc-417c-bee0-6201a6c7d324,Hermann,Benallack,LATAM Airlines Group S.A.,Senior Editor,FL
f89549bf-9b18-4241-97e5-9a3e227a9bc1,Jaynell,Bittlestone,First Trust,Research Associate,FL
da96ce22-46bd-4817-b490-8a8db4def522,Norry,Bleythin,Akers Biosciences Inc,Marketing Assistant,FL
2bde11b5-c439-4f92-8a05-c36cfd845762,Addie,Blowen,S&W Seed Company,Assistant Media Planner,FL
fde8f5c1-095e-44f7-9b8b-8ad51e1f4054,Krystal,Borris,National Health Investors, Inc.,Chief Design Engineer,FL
62ac7898-dd01-45ef-bf91-389383d75c28,Rudy,Bridgnell,Fanhua Inc.,GIS Technical Architect,FL
887800dd-7d2b-407c-98fa-8175d7477dfd,Olimpia,Bunyan,Superior Energy Services, Inc.,Marketing Assistant,FL
a10f7b65-f2fe-4365-bb46-05df7a515460,Ashien,Canner,Cavco Industries, Inc.,Analyst Programmer,FL
5b8dd410-e8b1-4b7b-9c6d-5e7a02f980dc,Cristobal,Cantor,Legg Mason, Inc.,VP Accounting,FL
22328dee-f18f-496b-b466-4e4a5f967d8a,Josey,Chillistone,CVR Refining, LP,Software Test Engineer I,FL
9625820b-4320-472a-a7a9-bc3ca7f2ea22,Grady,Clousley,AXT Inc,Legal Assistant,FL
18654ef5-3d8c-48c7-b13d-62a2abe568db,Vin,Conibeer,Xerium Technologies, Inc.,Mechanical Systems Engineer,FL
43e24f61-e198-4837-811a-f585f768dc06,Garold,Courtenay,TRC Companies, Inc.,Assistant Manager,FL
68461a06-7ede-4153-9336-49becb1db63b,Rupert,Cullnean,Forum Energy Technologies, Inc.,Safety Technician III,FL
4f571305-f02a-41fe-978e-29ebf655f200,Leona,Deveral,Chunghwa Telecom Co., Ltd.,Librarian,FL
08698082-6e08-46de-9183-238a164e3b89,Chrisy,Dickins,E*TRADE Financial Corporation,Business Systems Development Analyst,FL
1e5d8f24-1216-40b2-9bce-6aaad0d8d127,Bertha,Dillestone,Entergy Louisiana, Inc.,Professor,FL
624a6d39-c3a0-4c58-bf59-9a308aef1c81,Derrek,Doumenc,Monsanto Company,Assistant Professor,FL
77960c56-c750-41e0-991a-31f96709390b,Lolita,Drinkhall,CarMax Inc,Database Administrator II,FL
56d7bf6d-7769-42fc-bccc-6aa733b95c09,Minerva,Dymidowski,Old Republic International Corporation,Quality Engineer,FL
485d1a73-9809-445a-bed8-6d9718723b4e,Kinsley,Ewan,First Trust High Yield Long/Short ETF,Sales Associate,FL
bd268f65-e91a-4d58-b958-dd0a5e8bd28c,Westleigh,Franceschino,China Cord Blood Corporation,Librarian,FL
be03ea39-cc37-4a65-8180-b9d02f704054,Karin,Fulun,MacroGenics, Inc.,Web Designer II,FL
a5beb6ef-47f9-4965-b36f-2f4b15d5c712,Carroll,Fylan,Jack Henry & Associates, Inc.,Legal Assistant,FL
0271167d-e87b-4de7-a4ed-3ed08599a615,Maud,Gagen,Dorian LPG Ltd.,Cost Accountant,FL
cf87fac5-a1c0-4a95-880e-77a10e4181e6,Dee,Giacovelli,Apollo Global Management, LLC,Teacher,FL
f2308428-2ee0-4bc5-a536-116ef87f6cec,Kevyn,Gianilli,The Michaels Companies, Inc.,Accountant II,FL
71d7d453-673d-4a78-b1c1-fd949f1cceba,Alleen,Golsworthy,AngloGold Ashanti Limited,Software Consultant,FL
04567e23-1ec0-4a0f-bc59-39899a98110e,Deerdre,Guiot,BlackRock, Inc.,Tax Accountant,FL
891c6819-3957-4559-b935-e604192810ad,Jeanie,Hayne,Cummins Inc.,Business Systems Development Analyst,FL
fb059930-ead8-4425-9c55-dcda07f6b20b,Agnesse,Hogbin,Pacific Ethanol, Inc.,Pharmacist,FL
82cbafb4-ae5e-42cb-b526-be712b0ae37a,Janice,Izatt,CF Industries Holdings, Inc.,Executive Secretary,FL
e8987947-cbeb-490f-b715-22a36a2629c9,Vassili,Jeune,Century Casinos, Inc.,Health Coach IV,FL
483bd746-830d-4c86-b0ce-146bc8c44541,Claudius,Joselin,Nuveen Select Maturities Municipal Fund,Account Representative I,FL
d41ddfb2-62bf-4413-80ec-daa0047e70e7,Caro,Kisar,Welltower Inc.,Web Developer I,FL
76a7e4b3-a018-4cd9-ad89-e90b63f09d5c,Tait,Klaggeman,Selecta Biosciences, Inc.,Structural Analysis Engineer,FL
84be41f1-7141-4e5d-bf82-1dba293ed505,Lisette,Lamcken,XO Group, Inc.,Web Developer IV,FL
ec55e520-27f3-45e6-8de3-8ad868367a44,Dolly,Llopis,TransAlta Corporation,Community Outreach Specialist,FL
ddba2edf-515a-418a-bf10-5ef9e723d4ee,Bonnibelle,Mayer,GGP Inc.,Financial Advisor,FL
45e3d4f2-d46b-4c1d-b50a-6cfc175e424c,Delmore,Mc Harg,JELD-WEN Holding, Inc.,Database Administrator I,FL
c72482e5-0e5d-4f43-9b28-efe3526a35bb,Lemmie,Meddings,PowerShares DWA Tactical Sector Rotation Port,Project Manager,FL
6834323c-472a-417b-ae17-6aef85b25b6d,Gaye,Melsom,Retail Opportunity Investments Corp.,Technical Writer,FL
09576be3-7a57-4178-b5b6-33e383b89acc,Davis,Moehler,First Trust Total US Market AlphaDEX ETF,Senior Developer,FL
ade68b72-62d7-43ea-93e7-e1a74e13e0a4,Moses,Mulvany,Tekla Healthcare Opportunies Fund,Analyst Programmer,FL
b994985b-18c0-4bc3-b55f-499712d53028,Eric,O'Hegertie,KCAP Financial, Inc.,Help Desk Operator,FL
20796a7b-fabc-4d96-85a4-2f7a4ae4aa12,Maddalena,Olensby,Mountain Province Diamonds Inc.,Social Worker,FL
d29528dd-3e27-4b10-b70e-bb30ce803cfe,Debra,Olliffe,Tenneco Inc.,Geological Engineer,FL
f67ef775-4c5a-4142-a471-e4f8a15cb0c5,Janeta,Ormiston,Enel Americas S.A.,Associate Professor,FL
e995dafd-cc5f-4b14-8b58-8e9fd9137fbc,Corliss,Paulot,NewStar Financial, Inc.,Software Consultant,FL
7e3e3cd2-d443-4c22-87f1-945e785a27c7,Aguistin,Peeters,GTY Technology Holdings, Inc.,Database Administrator I,FL
23121b80-0630-431c-b463-2c741006bd86,Madlen,Pevie,Cellectar Biosciences, Inc.,Account Executive,FL
c168f1fa-fd31-4a08-b958-56b03936fde3,Odessa,Pryor,CNH Industrial N.V.,Information Systems Manager,FL
9bc2255a-d537-48fc-99a7-e69c646abac5,Keefe,Quogan,ARRIS International plc,Help Desk Operator,FL
a0322dd2-92fd-4122-ae15-534283612cc3,Enrico,Rate,CPFL Energia S.A.,VP Accounting,FL
5be627ef-0c60-4f81-913a-e71e20210762,Gunar,Richold,Pearson, Plc,Product Engineer,FL
a3e09da8-b7e1-49ed-ab95-c69dd54833bf,Krystle,Rickword,Wins Finance Holdings Inc.,Actuary,FL
12724850-2c33-420f-8d4a-74b320e3eca2,Elly,Riseam,State Bank Financial Corporation.,Design Engineer,FL
d2700f03-6a22-4001-96db-cd25de26c31f,Benjamen,Rivett,Global Indemnity Limited,Design Engineer,FL
ac25d760-9da2-4158-a859-173fea003cda,Cordie,Rodolfi,UTStarcom Holdings Corp,Sales Representative,FL
9eb3ee38-6133-4082-808b-454f94af4933,Raffarty,Rouse,Ameris Bancorp,Legal Assistant,FL
6b0e51de-83b3-477b-a07b-92991aa263e0,Dana,Ruben,BlackRock 2022 Global Income Opportunity Trus,VP Accounting,FL
91f4aac0-1d47-4269-97ce-308ff7f53cb0,Tudor,Saywell,Turtle Beach Corporation,GIS Technical Architect,FL
b802b031-e2cc-4910-9b99-05fd121d6200,Timi,Schankel,Lydall, Inc.,Design Engineer,FL
089728e0-a448-4baa-994c-97924bd45dc6,Rafaelia,Scotson,Gabelli Dividend,Nurse Practicioner,FL
3e4a8655-9bfa-4d3a-89eb-15a74972d0cd,Arvy,Shimuk,Allstate Corporation (The),Assistant Professor,FL
5aa36dce-b9cd-42d5-af62-f85a508f798d,Ana,Smart,The Hanover Insurance Group, Inc.,Registered Nurse,FL
be449c27-2c5f-4ba7-88d4-bb8b9853329c,Dorthea,Sowthcote,iShares MSCI ACWI Index Fund,Cost Accountant,FL
0ddf8f36-00cc-4fc4-bc65-d765891e2e5c,Teresa,Stone Fewings,RPM International Inc.,Mechanical Systems Engineer,FL
326694b4-df05-4c4f-8676-d54e1f2d23c5,Rozina,Sturges,Gabelli Multi-Media Trust Inc. (The),Assistant Media Planner,FL
173b109a-0442-47b3-af4a-b2119b08b646,Livia,Synnott,Barrett Business Services, Inc.,Actuary,FL
dbf8cee4-0a15-4e0f-b2e4-3fff0291f148,Layney,Teck,Primero Mining Corp,Accounting Assistant I,FL
8760c11b-cce9-4431-bd99-f39bf56f8c70,Amery,Trahearn,Natural Alternatives International, Inc.,Occupational Therapist,FL
2f4b9f7b-8985-4607-a070-a6fce3f3fa07,Danyette,Treweke,Hecla Mining Company,Analog Circuit Design manager,FL
87c5e0e5-13c0-45af-8c5d-26ece552d97b,Ginny,Umney,Prudential Financial, Inc.,Analog Circuit Design manager,FL
f111de53-2fb2-42f1-bfa9-301d9a61fb88,Donni,Venners,Grand Canyon Education, Inc.,Junior Executive,FL
23a04274-f512-4e14-8900-25bfca8ce953,Carleen,Wayvill,LegacyTexas Financial Group, Inc.,General Manager,FL
da433b32-5fb3-47c6-8737-c63db75fd95d,Toddie,Weald,Ramco-Gershenson Properties Trust,Office Assistant IV,FL
7d2cb989-8363-4a08-a8b0-e5ac4bdb3a18,Nicoline,Wylam,Horizon Bancorp (IN),Physical Therapy Assistant,FL
5bcd1db2-2079-46cd-b3ba-00f592370f6b,Nicola,Zimmerman,IES Holdings, Inc.,Account Coordinator,FL
